timestamp,accX,accY,accZ,motion
18450,-0.213084,-0.538695,9.755175,idle
18460,-0.217872,-0.368707,9.788693,idle
18470,-0.214281,-0.354342,9.789890,idle
18480,-0.213084,-0.533907,9.752781,idle
18490,-0.214281,-0.640449,9.684546,idle
18500,-0.211887,-0.711078,9.668983,idle
18510,-0.204704,-0.731429,9.709685,idle
18520,-0.186748,-0.736217,9.737218,idle
18530,-0.158017,-0.831985,9.733627,idle
18540,-0.142455,-0.920571,9.703699,idle
18550,-0.141258,-0.956484,9.679757,idle
18560,-0.152032,-0.949301,9.714474,idle
18570,-0.172383,-0.855927,9.696517,idle
18580,-0.210690,-0.696713,9.682152,idle
18590,-0.245406,-0.617704,9.718064,idle
18600,-0.264559,-0.640449,9.764751,idle
18610,-0.269348,-0.638055,9.803059,idle
18620,-0.247800,-0.617704,9.795877,idle
18630,-0.219069,-0.590171,9.799467,idle
18640,-0.203507,-0.590171,9.769540,idle
18650,-0.211887,-0.629675,9.707291,idle
18660,-0.231040,-0.724246,9.710882,idle
18670,-0.237026,-0.814029,9.746795,idle
18680,-0.231040,-0.788889,9.762358,idle
18690,-0.223858,-0.762553,9.765948,idle
18700,-0.215478,-0.720655,9.787497,idle
18710,-0.215478,-0.615310,9.779117,idle
18720,-0.221464,-0.536301,9.726444,idle
18730,-0.216675,-0.647632,9.709685,idle
18740,-0.202310,-0.694318,9.727641,idle
18750,-0.165200,-0.634463,9.755175,idle
18760,-0.126893,-0.597353,9.668983,idle
18770,-0.108936,-0.641646,9.595961,idle
18780,-0.118513,-0.730232,9.552865,idle
18790,-0.148441,-0.750582,9.530120,idle
18800,-0.185551,-0.633266,9.533711,idle
18810,-0.213084,-0.466869,9.522937,idle
18820,-0.227449,-0.383072,9.526528,idle
18830,-0.229843,-0.484826,9.493010,idle
18840,-0.221464,-0.713472,9.436746,idle
18850,-0.210690,-0.858321,9.449914,idle
18860,-0.201113,-0.918176,9.510966,idle
18870,-0.187945,-0.940921,9.641450,idle
18880,-0.168791,-0.910994,9.670180,idle
18890,-0.156820,-0.888249,9.580399,idle
18900,-0.152032,-0.887052,9.500193,idle
18910,-0.142455,-0.748188,9.518148,idle
18920,-0.126893,-0.556652,9.612720,idle
18930,-0.117316,-0.539892,9.558850,idle
18940,-0.114922,-0.650026,9.510966,idle
18950,-0.122104,-0.782904,9.532514,idle
18960,-0.132878,-0.872687,9.582792,idle
18970,-0.134075,-0.871489,9.653421,idle
18980,-0.136469,-0.839168,9.667787,idle
18990,-0.142455,-0.833182,9.664195,idle
19000,-0.144849,-0.811634,9.652225,idle
19010,-0.138864,-0.754174,9.642648,idle
19020,-0.124498,-0.694318,9.595961,idle
19030,-0.112527,-0.672771,9.552865,idle
19040,-0.110133,-0.621295,9.586384,idle
19050,-0.122104,-0.554258,9.652225,idle
19060,-0.138864,-0.573411,9.680955,idle
19070,-0.148441,-0.693121,9.718064,idle
19080,-0.148441,-0.854730,9.719262,idle
19090,-0.147243,-0.912191,9.664195,idle
19100,-0.137667,-0.851139,9.684546,idle
19110,-0.125696,-0.784101,9.722853,idle
19120,-0.125696,-0.779313,9.701305,idle
19130,-0.135272,-0.791284,9.718064,idle
19140,-0.143652,-0.784101,9.800665,idle
19150,-0.155623,-0.790087,9.823410,idle
19160,-0.180762,-0.767342,9.801862,idle
19170,-0.201113,-0.690727,9.783905,idle
19180,-0.192733,-0.582988,9.800665,idle
19190,-0.165200,-0.541090,9.791088,idle
19200,-0.149638,-0.636858,9.674969,idle
19210,-0.140061,-0.744597,9.613917,idle
19220,-0.124498,-0.764947,9.672575,idle
19230,-0.113725,-0.776918,9.731233,idle
19240,-0.112527,-0.853533,9.683349,idle
19250,-0.122104,-0.926556,9.665392,idle
19260,-0.144849,-0.930147,9.759963,idle
19270,-0.173580,-0.879869,9.837775,idle
19280,-0.201113,-0.780510,9.853337,idle
19290,-0.219069,-0.633266,9.843760,idle
19300,-0.223858,-0.499191,9.828198,idle
19310,-0.222661,-0.477643,9.800665,idle
19320,-0.215478,-0.591368,9.722853,idle
19330,-0.198719,-0.758962,9.586384,idle
19340,-0.159214,-0.902614,9.500193,idle
19350,-0.106542,-0.982820,9.459491,idle
19360,-0.068235,-1.001973,9.397242,idle
